City,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Categoryid
New York,Wakefield,40.894705176609996,-73.84720052054901,Lollipops Gelato,40.894123150205274,-73.84589162362325,Dessert Shop,4bf58dd8d48988d1d0941735
New York,Wakefield,40.894705176609996,-73.84720052054901,Walgreens,40.896528,-73.8447,Pharmacy,4bf58dd8d48988d10f951735
New York,Wakefield,40.894705176609996,-73.84720052054901,Carvel Ice Cream,40.890486685759605,-73.84856772568665,Ice Cream Shop,4bf58dd8d48988d1c9941735
New York,Wakefield,40.894705176609996,-73.84720052054901,Rite Aid,40.896649,-73.8448461,Pharmacy,4bf58dd8d48988d10f951735
New York,Wakefield,40.894705176609996,-73.84720052054901,Dunkin',40.8904587811365,-73.84908886747644,Donut Shop,4bf58dd8d48988d148941735
New York,Wakefield,40.894705176609996,-73.84720052054901,Shell,40.894187118166535,-73.84586195733382,Gas Station,4bf58dd8d48988d113951735
New York,Wakefield,40.894705176609996,-73.84720052054901,Subway,40.89046821651127,-73.8491520209833,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Wakefield,40.894705176609996,-73.84720052054901,Central Deli,40.896728,-73.844387,Deli / Bodega,4bf58dd8d48988d146941735
New York,Wakefield,40.894705176609996,-73.84720052054901,Koss Quick Wash,40.891281,-73.84990400000001,Laundromat,52f2ab2ebcbc57f1066b8b33
New York,Co-op City,40.87429419303012,-73.829939108124,,,,,
New York,Eastchester,40.887555677350775,-73.82780644716412,Fish & Ting,40.885656,-73.829197,Caribbean Restaurant,4bf58dd8d48988d144941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Cozy Cottage Restaurant,40.88633207186384,-73.82761561924221,Diner,4bf58dd8d48988d147941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Mario's Pizza,40.88862762439113,-73.83126012557018,Pizza Place,4bf58dd8d48988d1ca941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Dyre Fish Market,40.889317642958616,-73.83145257358296,Seafood Restaurant,4bf58dd8d48988d1ce941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Dunkin',40.88538419291817,-73.8280987591753,Donut Shop,4bf58dd8d48988d148941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Dyre Deli Grocery,40.88823525219036,-73.8312823268945,Deli / Bodega,4bf58dd8d48988d146941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Golden Krust Caribbean Restaurant,40.888488,-73.83108299999999,Caribbean Restaurant,4bf58dd8d48988d144941735
New York,Eastchester,40.887555677350775,-73.82780644716412,BowlerLand,40.88601990111869,-73.82320747767668,Bowling Alley,4bf58dd8d48988d1e4931735
New York,Eastchester,40.887555677350775,-73.82780644716412,Dyre Ave Diner,40.887968729082246,-73.83141284372412,Diner,4bf58dd8d48988d147941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Royal Caribbean Bakery,40.888249,-73.831661,Caribbean Restaurant,4bf58dd8d48988d144941735
New York,Eastchester,40.887555677350775,-73.82780644716412,McDonald's,40.88563631373264,-73.82683955509486,Fast Food Restaurant,4bf58dd8d48988d16e941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Romantic Depot,40.88814926147461,-73.82876586914062,Business Service,5453de49498eade8af355881
New York,Eastchester,40.887555677350775,-73.82780644716412,4 Star Auto Glass,40.885905,-73.82732299999999,Automotive Shop,4bf58dd8d48988d124951735
New York,Eastchester,40.887555677350775,-73.82780644716412,Imperial beverage center,40.889146992600836,-73.82929692582755,Food & Drink Shop,4bf58dd8d48988d1f9941735
New York,Eastchester,40.887555677350775,-73.82780644716412,NYW&B Railway - Baychester,40.887882155187874,-73.83116319314648,Platform,4f4531504b9074f6e4fb0102
New York,Eastchester,40.887555677350775,-73.82780644716412,"MTA MaBSTOA & Bee-Line Bus: (Bx16, BL 52, 55)",40.88800860085501,-73.83133279875986,Bus Station,4bf58dd8d48988d1fe931735
New York,Eastchester,40.887555677350775,-73.82780644716412,MTA Subway - Eastchester/Dyre Ave (5),40.88798538407525,-73.83138309969671,Metro Station,4bf58dd8d48988d1fd931735
New York,Eastchester,40.887555677350775,-73.82780644716412,Adil Newsstand & Grocery,40.888433208510854,-73.83127682668768,Convenience Store,4d954b0ea243a5684a65b473
New York,Eastchester,40.887555677350775,-73.82780644716412,Sunshine Supermarket,40.888888,-73.831019,Deli / Bodega,4bf58dd8d48988d146941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Freckle's Juice,40.88878559548764,-73.83117532757048,Juice Bar,4bf58dd8d48988d112941735
New York,Eastchester,40.887555677350775,-73.82780644716412,Xing Lung Chinese Restaurant,40.8887854684858,-73.83122576835156,Chinese Restaurant,4bf58dd8d48988d145941735
New York,Eastchester,40.887555677350775,-73.82780644716412,MTA MaBSTOA Bus Bx16 / Bx30 and Bee-line Route 52 / 60 / 61 / 62 at Dyre Ave / Boston Road (US 1),40.88461356066747,-73.83152944427044,Bus Station,4bf58dd8d48988d1fe931735
New York,Fieldston,40.89543742690383,-73.90564259591682,Fieldston Road Circle,40.89448851736085,-73.90562087134356,Plaza,4bf58dd8d48988d164941735
New York,Fieldston,40.89543742690383,-73.90564259591682,Riverside Drive,40.896507486527454,-73.90826091791374,River,4eb1d4dd4b900d56c88a45fd
New York,Fieldston,40.89543742690383,-73.90564259591682,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station,4bf58dd8d48988d1fe931735
New York,Riverdale,40.890834493891305,-73.9125854610857,Riverdale Ave,40.890424929507866,-73.91024841803598,Plaza,4bf58dd8d48988d164941735
New York,Riverdale,40.890834493891305,-73.9125854610857,Bell Tower Park,40.88917798960079,-73.90833081276627,Park,4bf58dd8d48988d163941735
New York,Riverdale,40.890834493891305,-73.9125854610857,Chase Bank,40.888089,-73.907921,Bank,4bf58dd8d48988d10a951735
New York,Riverdale,40.890834493891305,-73.9125854610857,Seton Park,40.88791393116787,-73.91611321473175,Park,4bf58dd8d48988d163941735
New York,Riverdale,40.890834493891305,-73.9125854610857,Shallash Pest Control,40.89466945869686,-73.91321539878845,Home Service,545419b1498ea6ccd0202f58
New York,Riverdale,40.890834493891305,-73.9125854610857,Hayden On Hudson Gym,40.889593,-73.917446,Gym,4bf58dd8d48988d176941735
New York,Riverdale,40.890834493891305,-73.9125854610857,MTA BX7 238th Stop,40.88903574764659,-73.9080494858546,Bus Station,4bf58dd8d48988d1fe931735
New York,Riverdale,40.890834493891305,-73.9125854610857,Alba Prosthetic Supplies,40.894799,-73.910514,Medical Supply Store,58daa1558bbb0b01f18ec206
New York,Riverdale,40.890834493891305,-73.9125854610857,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,40.89354823043404,-73.90815138816833,Bus Station,4bf58dd8d48988d1fe931735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Garden Gourmet Market,40.88135023917183,-73.90338943716417,Gourmet Shop,4bf58dd8d48988d1f5941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Leche y Miel,40.883742,-73.90185699999999,Latin American Restaurant,4bf58dd8d48988d1be941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Kingsbridge Social Club,40.88454548045115,-73.90196378126393,Pizza Place,4bf58dd8d48988d1ca941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Carvel Ice Cream,40.883657145742866,-73.90165452034793,Ice Cream Shop,4bf58dd8d48988d1c9941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Sam's Pizza,40.87943501792795,-73.90585879861192,Pizza Place,4bf58dd8d48988d1ca941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,El Malecon,40.87933806746814,-73.90445707056641,Caribbean Restaurant,4bf58dd8d48988d144941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,The Bronx Public,40.87837659295958,-73.90348117090952,Pub,4bf58dd8d48988d11b941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Smashburger,40.8842208517097,-73.90033254824955,Burger Joint,4bf58dd8d48988d16c941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Bronx Alehouse,40.88474887262718,-73.89969883486997,Beer Bar,56aa371ce4b08b9a8d57356c
New York,Kingsbridge,40.88168737120521,-73.90281798724605,BJ's  Wholesale Club,40.88410355664641,-73.90026731218994,Warehouse Store,52e816a6bcbc57f1066b7a54
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Mon Amour Coffee & Wine,40.88500863418534,-73.90033222698838,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Q'Kachapa,40.880005888670006,-73.9041570896363,Spanish Restaurant,4bf58dd8d48988d150941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Estrellita Poblana V,40.879687039717524,-73.906256832975,Mexican Restaurant,4bf58dd8d48988d1c1941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Tilila,40.88387242577101,-73.89820853750416,Bar,4bf58dd8d48988d116941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,El Economico Restaurant,40.87933018698782,-73.90459710835415,Spanish Restaurant,4bf58dd8d48988d150941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Buffalo Wild Wings,40.88446010603608,-73.90042394399643,Wings Joint,4bf58dd8d48988d14c941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,MyUnique,40.88196572342435,-73.90358396335206,Thrift / Vintage Store,4bf58dd8d48988d101951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,The Putnam Trail,40.88518925064586,-73.89944963459462,Trail,4bf58dd8d48988d159941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Picante Picante Mexican Restaurant,40.878252,-73.902936,Mexican Restaurant,4bf58dd8d48988d1c1941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Loeser's Delicatessen,40.879111,-73.905693,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Chipotle Mexican Grill,40.88456619551229,-73.9004737612446,Mexican Restaurant,4bf58dd8d48988d1c1941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Riverdale Diner,40.88518285486937,-73.89948352054364,Diner,4bf58dd8d48988d147941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,ALDI,40.8778363,-73.9046557,Supermarket,52f2ab2ebcbc57f1066b8b46
New York,Kingsbridge,40.88168737120521,-73.90281798724605,S & S Cheesecake,40.88479273266669,-73.89986081581755,Bakery,4bf58dd8d48988d16a941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Sugarboy Bakery Cafe,40.877947999999996,-73.90286,Bakery,4bf58dd8d48988d16a941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Leila's Hand Dipped Chocolate,40.879540999999996,-73.905327,Candy Store,4bf58dd8d48988d117951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store,52dea92d3cf9994f4e043dbb
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Broadway Pizza & Pasta,40.87882247136464,-73.90449402840686,Pizza Place,4bf58dd8d48988d1ca941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Dunkin',40.87930809459452,-73.90506640147964,Donut Shop,4bf58dd8d48988d148941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Gold Mine Cafe,40.87891576866267,-73.90469763627074,Café,4bf58dd8d48988d16d941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Enterprise Rent-A-Car,40.879866093214,-73.90384738148896,Rental Car Location,4bf58dd8d48988d1ef941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,The Local,40.87855275865213,-73.90346176628925,Bar,4bf58dd8d48988d116941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Little Caesars Pizza,40.88000167064909,-73.90413957385358,Pizza Place,4bf58dd8d48988d1ca941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Papa John's Pizza,40.8784065246582,-73.90299224853516,Pizza Place,4bf58dd8d48988d1ca941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Subway,40.878464979323944,-73.9055176422437,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,KFC,40.8801638310206,-73.90425289392198,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Silhouette Restaurant & Lounge,40.88070643866,-73.90268654351613,Latin American Restaurant,4bf58dd8d48988d1be941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,IHOP,40.880422088659074,-73.90401864379297,Breakfast Spot,4bf58dd8d48988d143941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant,4bf58dd8d48988d1ce941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Mattress Firm,40.88164138793945,-73.90306091308594,Mattress Store,52f2ab2ebcbc57f1066b8b27
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Stop & Shop,40.882048,-73.9021108,Supermarket,52f2ab2ebcbc57f1066b8b46
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Dunkin',40.88444151875646,-73.90018467940683,Donut Shop,4bf58dd8d48988d148941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Petco,40.88412259663246,-73.89933923911794,Pet Store,4bf58dd8d48988d100951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,GNC,40.880013,-73.90440799999999,Supplement Shop,5744ccdfe4b0c0459246b4cd
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Foodtown of Riverdale,40.878524,-73.905296,Supermarket,52f2ab2ebcbc57f1066b8b46
New York,Kingsbridge,40.88168737120521,-73.90281798724605,FedEx Office Print & Ship Center,40.882667,-73.901487,Shipping Store,52f2ab2ebcbc57f1066b8b1f
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Domino's Pizza,40.8842,-73.9024,Pizza Place,4bf58dd8d48988d1ca941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Mr. McGoo's,40.87941944187052,-73.90424277141844,Bar,4bf58dd8d48988d116941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Chase Bank,40.87918782612045,-73.90491556516147,Bank,4bf58dd8d48988d10a951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Rite Aid,40.885481,-73.900814,Pharmacy,4bf58dd8d48988d10f951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Walgreens,40.8785384,-73.9047797,Pharmacy,4bf58dd8d48988d10f951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,The Bridge Tavern,40.883495380089926,-73.9017625732257,Sports Bar,4bf58dd8d48988d11d941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Cold Cut City,40.8791735908651,-73.90575340287347,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Popeyes Louisiana Kitchen,40.879311888822194,-73.90479758629137,Fried Chicken Joint,4d4ae6fc7a7b7dea34424761
New York,Kingsbridge,40.88168737120521,-73.90281798724605,McDonald's,40.8840672,-73.9017116,Fast Food Restaurant,4bf58dd8d48988d16e941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Bob’s Discount Furniture and Mattress Store,40.877704,-73.9047193,Furniture / Home Store,4bf58dd8d48988d1f8941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,"East Coast United Brazilian Jiu Jitsu , MMA & Yoga",40.88379203459271,-73.90157311326138,Martial Arts Dojo,4bf58dd8d48988d101941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Stella D'oro Biscuit Co,40.883201599121094,-73.90043640136719,Bakery,4bf58dd8d48988d16a941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,The Punchbowl,40.885019560687695,-73.90066150520914,Bar,4bf58dd8d48988d116941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Wendy's,40.8846974,-73.9012174,Fast Food Restaurant,4bf58dd8d48988d16e941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,New Kingsbridge Deli Grocery,40.880209,-73.90688399999999,Deli / Bodega,4bf58dd8d48988d146941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Cafeccino Bakery,40.880209,-73.90688399999999,Bagel Shop,4bf58dd8d48988d179941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Oni Beauty Salon,40.880444,-73.90731600000001,Cosmetics Shop,4bf58dd8d48988d10c951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Kingsbridge-Riverdale Farmers' Market,40.879973,-73.90729499999999,Vegetarian / Vegan Restaurant,4bf58dd8d48988d1d3941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Mama Maria's Pizza,40.885559,-73.90043667,Pizza Place,4bf58dd8d48988d1ca941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,High Ridge News and Cards,40.88517787681991,-73.89945671267607,Deli / Bodega,4bf58dd8d48988d146941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Van Cortlandt Southwest Playround,40.88519273848604,-73.89943709754921,Playground,4bf58dd8d48988d1e7941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Yeung Hing Chinese Restsurant,40.88517543464569,-73.89940470521294,Chinese Restaurant,4bf58dd8d48988d145941735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,MTA - Bx7 Bus,40.88103175634483,-73.90867529414568,Bus Line,4bf58dd8d48988d12b951735
New York,Kingsbridge,40.88168737120521,-73.90281798724605,Moises Cigar Lounge,40.8809711244473,-73.90868797005751,Smoke Shop,4bf58dd8d48988d123951735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Arturo's,40.87441177110231,-73.91027100981574,Pizza Place,4bf58dd8d48988d1ca941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Bikram Yoga,40.876843690797934,-73.90620384419528,Yoga Studio,4bf58dd8d48988d102941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Tibbett Diner,40.8804044222466,-73.90893738006402,Diner,4bf58dd8d48988d147941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.87753134921497,-73.90558216359267,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Dunkin',40.87713584201589,-73.90666550701411,Donut Shop,4bf58dd8d48988d148941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Rite Aid,40.875466574434704,-73.90890629016033,Pharmacy,4bf58dd8d48988d10f951735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Astral Fitness & Wellness Center,40.87670526507199,-73.90637207670373,Gym,4bf58dd8d48988d176941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Blink Fitness,40.877271495944626,-73.90559491338075,Gym,4bf58dd8d48988d176941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Starbucks,40.873754554218515,-73.90861305343668,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Marble Hill,40.87655077879964,-73.91065965862981,TCR The Club of Riverdale,40.8786283,-73.9145678,Tennis Stadium,4e39a891bd410d7aed40cbc2
New York,Marble Hill,40.87655077879964,-73.91065965862981,T.J. Maxx,40.87723198343352,-73.90504239962168,Department Store,4bf58dd8d48988d1f6941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Vitamin Shoppe,40.87716,-73.905632,Supplement Shop,5744ccdfe4b0c0459246b4cd
New York,Marble Hill,40.87655077879964,-73.91065965862981,Lot Less Closeouts,40.878270422202085,-73.9052646742604,Discount Store,52dea92d3cf9994f4e043dbb
New York,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.87483215332031,-73.90995025634766,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Land & Sea Restaurant,40.87788463309788,-73.90587282193539,Seafood Restaurant,4bf58dd8d48988d1ce941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Subway Sandwiches,40.8746665302951,-73.9095858429637,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Baskin-Robbins,40.87714929478882,-73.90665810372622,Ice Cream Shop,4bf58dd8d48988d1c9941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Boston Market,40.87743,-73.9054121,American Restaurant,4bf58dd8d48988d14e941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,GameStop,40.874266802124836,-73.90934218062803,Video Game Store,4bf58dd8d48988d10b951735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Five Below,40.8772564,-73.9049384,Miscellaneous Shop,4bf58dd8d48988d1ff941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Subway,40.878464979323944,-73.9055176422437,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Parrilla Latina,40.87747294351472,-73.90607346968568,Steakhouse,4bf58dd8d48988d1cc941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,TD Bank,40.8794958,-73.9092856,Bank,4bf58dd8d48988d10a951735
New York,Marble Hill,40.87655077879964,-73.91065965862981,The Children's Place,40.873671591133125,-73.90815619608166,Kids Store,4bf58dd8d48988d105951735
New York,Marble Hill,40.87655077879964,-73.91065965862981,Terrace View Delicatessen,40.875995,-73.913151,Deli / Bodega,4bf58dd8d48988d146941735
New York,Marble Hill,40.87655077879964,-73.91065965862981,"Wolfeld Plastic Surgery, LLC",40.878657,-73.914814,Doctor's Office,4bf58dd8d48988d177941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Katonah Pizza and Pasta,40.89878411126604,-73.86745706580207,Pizza Place,4bf58dd8d48988d1ca941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Rambling House,40.898439240536966,-73.86719657644849,Pub,4bf58dd8d48988d11b941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Curry Spot,40.897624941880906,-73.86714729157393,Indian Restaurant,4bf58dd8d48988d10f941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Patrizia's Of Woodlawn,40.900638399332884,-73.86772361835486,Italian Restaurant,4bf58dd8d48988d110941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,The Chipper Truck,40.899619499543256,-73.87147353617637,Food Truck,4bf58dd8d48988d1cb941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Van Cortlandt Park - John Muir Nature Trail,40.899504,-73.873027,Trail,4bf58dd8d48988d159941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Sean's Quality Deli,40.897669,-73.86744499999999,Deli / Bodega,4bf58dd8d48988d146941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Dunkin',40.896036409903786,-73.86357007637196,Donut Shop,4bf58dd8d48988d148941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Enterprise Rent-A-Car,40.89609114069422,-73.8653639853328,Rental Car Location,4bf58dd8d48988d1ef941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Behan's Pub,40.89858450390552,-73.86750725480708,Bar,4bf58dd8d48988d116941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,CTown Supermarkets,40.897495761710346,-73.86736015413362,Grocery Store,4bf58dd8d48988d118951735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Metro North - Woodlawn Train Station,40.895590912855496,-73.8628137399376,Train Station,4bf58dd8d48988d129951735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Celtic House,40.897876000000004,-73.86750699999999,Pub,4bf58dd8d48988d11b941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Prime Cuts,40.89985495450702,-73.86761273659502,Food & Drink Shop,4bf58dd8d48988d1f9941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Ivy's Nails,40.900013,-73.867388,Cosmetics Shop,4bf58dd8d48988d10c951735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Angelica's Bakery,40.89918283532642,-73.867552759052,Bakery,4bf58dd8d48988d16a941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Woodlawn Heights Family Market,40.897351,-73.86744,Food & Drink Shop,4bf58dd8d48988d1f9941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Bella Napoli 2,40.896781,-73.867338,Pizza Place,4bf58dd8d48988d1ca941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,John Mulligans Fireside Pub,40.89777632017523,-73.86716049035307,Pub,4bf58dd8d48988d11b941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,The Kitchen,40.899733,-73.867408,American Restaurant,4bf58dd8d48988d14e941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Woodlawn Deli,40.897045,-73.86737,Deli / Bodega,4bf58dd8d48988d146941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Tri-Edys Deli,40.900073,-73.867977,Deli / Bodega,4bf58dd8d48988d146941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,The Coachman's Inn,40.90014654775011,-73.86764673430903,Bar,4bf58dd8d48988d116941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,The Corner Scone,40.898598,-73.862579,Deli / Bodega,4bf58dd8d48988d146941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Muskrat Cove,40.89661462254967,-73.86244620698331,Park,4bf58dd8d48988d163941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Woodlawn Playground,40.899877093515826,-73.87224302213575,Playground,4bf58dd8d48988d1e7941735
New York,Woodlawn,40.898272612138044,-73.86731496814177,Bella Napoli 2,40.89672979186445,-73.86231986737155,Pizza Place,4bf58dd8d48988d1ca941735
New York,Norwood,40.87722415599446,-73.8793907395681,Williamsbridge Reservoir Oval,40.87703278924706,-73.87733074138687,Park,4bf58dd8d48988d163941735
New York,Norwood,40.87722415599446,-73.8793907395681,Sal's Pizzeria,40.875269350530566,-73.87956260705728,Pizza Place,4bf58dd8d48988d1ca941735
New York,Norwood,40.87722415599446,-73.8793907395681,Nicky's Coffee Shop,40.874932786273384,-73.87940404957489,Coffee Shop,4bf58dd8d48988d1e0931735
New York,Norwood,40.87722415599446,-73.8793907395681,Marconi Pizzeria,40.880766406357665,-73.87780801932352,Pizza Place,4bf58dd8d48988d1ca941735
New York,Norwood,40.87722415599446,-73.8793907395681,Mosholu Park,40.87823436524028,-73.8831639289856,Park,4bf58dd8d48988d163941735
New York,Norwood,40.87722415599446,-73.8793907395681,Queen of Tacos,40.8802,-73.883434,Mexican Restaurant,4bf58dd8d48988d1c1941735
New York,Norwood,40.87722415599446,-73.8793907395681,Tasty Picks,40.88166538639227,-73.8794837670074,Deli / Bodega,4bf58dd8d48988d146941735
New York,Norwood,40.87722415599446,-73.8793907395681,V.I.P.'S Cafe,40.88156582814303,-73.87929923711168,Restaurant,4bf58dd8d48988d1c4941735
New York,Norwood,40.87722415599446,-73.8793907395681,Capital One Bank,40.8747272,-73.8796602,Bank,4bf58dd8d48988d10a951735
New York,Norwood,40.87722415599446,-73.8793907395681,Chase Bank,40.875331,-73.8798315,Bank,4bf58dd8d48988d10a951735
New York,Norwood,40.87722415599446,-73.8793907395681,Golden Krust Caribbean Restaurant,40.881671999999995,-73.878996,Caribbean Restaurant,4bf58dd8d48988d144941735
New York,Norwood,40.87722415599446,-73.8793907395681,SUBWAY,40.87281809506911,-73.87831163680261,Sandwich Place,4bf58dd8d48988d1c5941735
New York,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87449900511392,-73.87951536062447,Pharmacy,4bf58dd8d48988d10f951735
New York,Norwood,40.87722415599446,-73.8793907395681,CVS pharmacy,40.87903936605434,-73.87422202277044,Pharmacy,4bf58dd8d48988d10f951735
